name,country_mb
Vanessa Carlton,United States of America
New Edition,United States of America
Christina Milian,United States of America
Andy Griggs,United States of America
Counting Crows,United States of America
Terri Clark,Canada
Alison Krauss,United States of America
Julie Roberts,United States of America
D12,United States of America
Mario Winans,United States of America
Mis-Teeq,United Kingdom
Kiprich,Jamaica
Kimberley Locke,United States of America
John Michael Montgomery,United States of America
Syleena Johnson,United States of America
Avant,United States of America
Mashonda,United States of America
Seal,United States of America
Dido,United Kingdom
Sasha,United Kingdom
Buddy Jewell,United States of America
Sugababes,United Kingdom
Ruben Studdard,United States of America
Limp Bizkit,United States of America
Fuel,United States of America
Young Gunz,United States of America
Rell,United States of America
Frankee,United States of America
Eamon,United States of America
T.O.K.,Jamaica
Angel City,Netherlands
Frankie J,United States of America
MercyMe,United States of America
Westside Connection,United States of America
Trapt,Canada
Tracy Byrd,United States of America
JC Chasez,United States of America
Murphy Lee,United States of America
B2K,United States of America
Marques Houston,United States of America
Liz Phair,United States of America
Stacie Orrico,United States of America
A Perfect Circle,United States of America
Barenaked Ladies,Canada
Hilary Duff,United States of America
Tamia,Canada
Obie Trice,United States of America
Jimmy Buffett,United States of America
Luther Vandross,United States of America
Eagles,United States of America
Ginuwine,United States of America
Patty Loveless,United States of America
DMX,United States of America
Saliva,United States of America
Elvis Presley,United States of America
Nappy Roots,United States of America
Heather Headley,United States of America
David Banner,United States of America
Nick Cannon,United States of America
Cold,United States of America
Flipmode Squad,United States of America
Daniel Bedingfield,United Kingdom
Bone Crusher,United States of America
Killer Mike,United States of America
Randy Travis,United States of America
Wayne Wonder,Jamaica
Staind,United States of America
Vivian Green,United States of America
Phil Collins,United Kingdom
Fleetwood Mac,United Kingdom
t.A.T.u.,Russia
Reina,United States of America
Norah Jones,United States of America
Field Mob,United States of America
Clipse,United States of America
Baby,United States of America
Aaron Lines,Canada
Def Squad,United States of America
Keith Murray,United States of America
Choppa,United States of America
Trina,United States of America
Mark Wills,United States of America
No Doubt,United States of America
Faith Evans,United States of America
The Roots,United States of America
Nirvana,United States of America
Loon,United States of America
Toni Braxton,United States of America
Redman,United States of America
Kylie Minogue,Australia
Erick Sermon,United States of America
Bobby Brown,United States of America
Isyss,United States of America
Our Lady Peace,Canada
Angie Martinez,United States of America
Crazy Town,United States of America
Shifty Shellshock,United States of America
Paul Oakenfold,United Kingdom
Claudette Ortiz,United States of America
TRUSTcompany,United States of America
Jimmy Eat World,United States of America
Pastor Troy,United States of America
Kellie Coffey,United States of America
New Found Glory,United States of America
Amerie,United States of America
BBMak,United Kingdom
Poke and Tone,United States of America
Cory Rooney,United States of America
The Hives,Sweden
Big Tymers,United States of America
Khia,United States of America
The Calling,United States of America
Donell Jones,United States of America
Default,Canada
Steve Azar,United States of America
3LW,United States of America
Tanto Metro & Devonte,Jamaica
Angie Stone,United States of America
Jazze Pha,United States of America
Tommy Shane Steiner,United States of America
Beanie Sigel,United States of America
Freeway,United States of America
Tweet,United States of America
Alanis Morissette,Canada
Travis Tritt,United States of America
Remy Shand,Canada
Cher,United States of America
Toya,United States of America
Mystikal,United States of America
Natalie Imbruglia,Australia
Glenn Lewis,Canada
Darren Hayes,Australia
David Ball,United States of America
Aaron Tippin,United States of America
Case,United States of America
George Harrison,United Kingdom
Alien Ant Farm,United States of America
Blu Cantrell,United States of America
LFO,United Kingdom
Sum 41,Canada
Tammy Cochran,United States of America
Smash Mouth,United States of America
Marsha,Belgium
American Hi-Fi,United States of America
Eve 6,United States of America
The Wiseguys,United Kingdom
Willa Ford,United States of America
Afroman,United States of America
Cyndi Thomson,United States of America
Darude,Finland
City Spud,United States of America
Mýa,United States of America
St. Lunatics,United States of America
Master P,United States of America
Butch Cassidy,United States of America
Tha Eastsidaz,United States of America
Sunshine Anderson,United States of America
S Club 7,United Kingdom
Mark McGuinn,United States of America
Vita,Sweden
Vertical Horizon,United States of America
Aerosmith,United States of America
The Corrs,Ireland
DJ Kool,United States of America
La Chat,United States of America
Modjo,France
Aaron Carter,United States of America
*NSYNC,United States of America
Baha Men,The Bahamas
Samantha Mumba,Ireland
Kelly Price,United States of America
Boyz II Men,United States of America
Kandi,United States of America
Cam’ron,United States of America
Barrington Levy,Jamaica
Shyne,United States of America
Changing Faces,United States of America
The Wallflowers,United States of America
Third Eye Blind,United States of America
Madison Avenue,Australia
Joe Diffie,United States of America
Nine Days,United States of America
Don Henley,United States of America
Next,United States of America
Mandy Moore,United States of America
Lara Fabian,Belgium
Stone Temple Pilots,United States of America
Zombie Nation,Germany
Splender,United States of America
Macy Gray,United States of America
Westlife,Ireland
Deborah Cox,United States of America
Ghostface Killah,United States of America
Collin Raye,United States of America
Elton John,United Kingdom
Sonique,United Kingdom
Vitamin C,United States of America
Yankee Grey,United States of America
Anastacia,United States of America
Savage Garden,Australia
Bloodhound Gang,United States of America
Montell Jordan,United States of America
Hoku,United States of America
Blaque,United States of America
Brian McKnight,United States of America
